image_name,width,height,x0,y0,x1,y1,out_of_bounds,bbox_width,bbox_height,bbox_area,image_aspect_ratio,face_width,face_height,face_area,face_aspect_ratio,face_size_category,face_center_x,face_center_y,face_center_x_norm,face_center_y_norm,position_category,image_area,face_to_image_ratio,face_ratio_category,bbox_precision,left_edge_dist,right_edge_dist,top_edge_dist,bottom_edge_dist,near_left_edge,near_right_edge,near_top_edge,near_bottom_edge,near_any_edge,potentially_truncated,challenges,num_challenges,challenge_types
00001722.jpg,1333,2000,490,320,687,664,False,197,344,67768,0.6665,197,344,67768,0.5726744186046512,Very Large,588.5,492.0,0.4414853713428357,0.246,top-center,2666000,0.0254193548387096,Small (1-5%),0.9920655833699312,0.3675918979744936,0.4846211552888222,0.16,0.668,False,False,False,False,False,False,['unusual_aspect'],1,unusual_aspect
00001044.jpg,2000,1333,791,119,1200,436,False,409,317,129653,1.5003750937734437,409,317,129653,1.2902208201892744,Very Large,995.5,277.5,0.49775,0.2081770442610652,top-center,2666000,0.048632033008252,Small (1-5%),0.9944239914097254,0.3955,0.4,0.08927231807951988,0.6729182295573893,False,False,False,False,False,False,[],0,none
00001050.jpg,667,1000,304,155,407,331,False,103,176,18128,0.667,103,176,18128,0.5852272727272727,Medium,355.5,243.0,0.532983508245877,0.243,top-center,667000,0.0271784107946027,Small (1-5%),0.9847892220773576,0.45577211394302847,0.38980509745127434,0.155,0.669,False,False,False,False,False,False,['unusual_aspect'],1,unusual_aspect
00001736.jpg,626,417,147,14,519,303,False,372,289,107508,1.501199040767386,372,289,107508,1.28719723183391,Very Large,333.0,158.5,0.5319488817891374,0.3800959232613909,middle-center,261042,0.4118417725883191,Very Large (>30%),0.993880003697883,0.23482428115015974,0.17092651757188498,0.03357314148681055,0.2733812949640288,False,False,True,False,True,True,['edge'],1,edge
00003121.jpg,626,418,462,60,599,166,False,137,106,14522,1.4976076555023925,137,106,14522,1.2924528301886793,Medium,530.5,113.0,0.847444089456869,0.2703349282296651,top-right,261668,0.0554978063806044,Medium (5-15%),0.9834755519436543,0.7380191693290735,0.04313099041533546,0.14354066985645933,0.6028708133971292,False,True,False,False,True,False,['edge'],1,edge
00003121.jpg,626,418,316,157,441,254,False,125,97,12125,1.4976076555023925,125,97,12125,1.288659793814433,Medium,378.5,205.5,0.604632587859425,0.4916267942583732,middle-center,261668,0.0463373435039821,Small (1-5%),0.9819403952057013,0.5047923322683706,0.2955271565495208,0.37559808612440193,0.3923444976076555,False,False,False,False,False,False,[],0,none
00003121.jpg,626,418,35,71,160,168,False,125,97,12125,1.4976076555023925,125,97,12125,1.288659793814433,Medium,97.5,119.5,0.1557507987220447,0.2858851674641148,top-left,261668,0.0463373435039821,Small (1-5%),0.9819403952057013,0.05591054313099041,0.744408945686901,0.16985645933014354,0.5980861244019139,False,False,False,False,False,False,[],0,none
00003121.jpg,626,418,254,94,376,187,False,122,93,11346,1.4976076555023925,122,93,11346,1.3118279569892473,Medium,315.0,140.5,0.5031948881789138,0.3361244019138756,middle-center,261668,0.0433602886099943,Small (1-5%),0.981318111053451,0.4057507987220447,0.3993610223642173,0.22488038277511962,0.5526315789473685,False,False,False,False,False,False,[],0,none
00003121.jpg,626,418,166,118,306,226,False,140,108,15120,1.4976076555023925,140,108,15120,1.2962962962962965,Medium,236.0,172.0,0.3769968051118211,0.4114832535885167,middle-center,261668,0.0577831450540379,Medium (5-15%),0.9837985555338669,0.26517571884984026,0.5111821086261981,0.2822966507177033,0.45933014354066987,False,False,False,False,False,False,[],0,none
00000400.jpg,600,400,148,61,377,242,False,229,181,41449,1.5,229,181,41449,1.2651933701657458,Large,262.5,151.5,0.4375,0.37875,middle-center,240000,0.1727041666666666,Large (15-30%),0.990181557572862,0.24666666666666667,0.37166666666666665,0.1525,0.395,False,False,False,False,False,False,[],0,none
00002571.jpg,960,720,117,159,317,334,False,200,175,35000,1.3333333333333333,200,175,35000,1.1428571428571428,Large,217.0,246.5,0.2260416666666666,0.3423611111111111,middle-left,691200,0.050636574074074,Medium (5-15%),0.9893713251922207,0.121875,0.6697916666666667,0.22083333333333333,0.5361111111111111,False,False,False,False,False,False,[],0,none
00002571.jpg,960,720,596,203,772,354,False,176,151,26576,1.3333333333333333,176,151,26576,1.1655629139072847,Large,684.0,278.5,0.7125,0.3868055555555555,middle-right,691200,0.038449074074074,Small (1-5%),0.9878085043116265,0.6208333333333333,0.19583333333333333,0.28194444444444444,0.5083333333333333,False,False,False,False,False,False,[],0,none
00000366.jpg,900,601,170,88,506,350,False,336,262,88032,1.497504159733777,336,262,88032,1.282442748091603,Very Large,338.0,219.0,0.3755555555555555,0.3643926788685524,middle-center,540900,0.1627509706045479,Large (15-30%),0.9932416423147657,0.18888888888888888,0.43777777777777777,0.1464226289517471,0.4176372712146423,False,False,False,False,False,False,[],0,none
00000366.jpg,900,601,303,2,639,144,False,336,142,47712,1.497504159733777,336,142,47712,2.3661971830985915,Large,471.0,73.0,0.5233333333333333,0.1214642262895174,top-center,540900,0.0882085413200221,Medium (5-15%),0.9900603847191384,0.33666666666666667,0.29,0.0033277870216306157,0.7603993344425957,False,False,True,False,True,False,"['edge', 'unusual_aspect']",2,"edge,unusual_aspect"
00002565.jpg,1267,712,241,40,963,513,False,722,473,341506,1.779494382022472,722,473,341506,1.5264270613107822,Very Large,602.0,276.5,0.4751381215469613,0.3883426966292135,middle-center,902104,0.3785661076771636,Very Large (>30%),0.9965100874812519,0.19021310181531176,0.23993685872138912,0.056179775280898875,0.2794943820224719,False,False,False,False,False,False,[],0,none
00001939.jpg,612,424,195,57,383,209,False,188,152,28576,1.4433962264150944,188,152,28576,1.236842105263158,Large,289.0,133.0,0.4722222222222222,0.3136792452830189,top-center,259488,0.1101245529658404,Medium (5-15%),0.9882076287305045,0.31862745098039214,0.3741830065359477,0.13443396226415094,0.5070754716981132,False,False,False,False,False,False,[],0,none
00001087.jpg,1024,683,405,27,614,189,False,209,162,33858,1.499267935578331,209,162,33858,1.2901234567901234,Large,509.5,108.0,0.49755859375,0.1581259150805271,top-center,699392,0.0484106195095168,Small (1-5%),0.9891323400525854,0.3955078125,0.400390625,0.03953147877013177,0.7232796486090776,False,False,True,False,True,False,['edge'],1,edge
00001093.jpg,821,1300,290,28,392,211,False,102,183,18666,0.6315384615384615,102,183,18666,0.5573770491803278,Medium,341.0,119.5,0.415347137637028,0.0919230769230769,top-center,1067300,0.0174889909116462,Small (1-5%),0.9849092444069227,0.35322777101096225,0.5225334957369062,0.021538461538461538,0.8376923076923077,False,False,True,False,True,False,"['edge', 'unusual_aspect']",2,"edge,unusual_aspect"
00001905.jpg,612,408,137,20,394,224,False,257,204,52428,1.5,257,204,52428,1.2598039215686274,Very Large,265.5,122.0,0.4338235294117647,0.2990196078431372,top-center,249696,0.2099673202614379,Large (15-30%),0.99126488939308,0.2238562091503268,0.3562091503267974,0.049019607843137254,0.45098039215686275,False,False,True,False,True,True,['edge'],1,edge
00001911.jpg,792,463,317,187,442,272,False,125,85,10625,1.7105831533477325,125,85,10625,1.4705882352941178,Medium,379.5,229.5,0.4791666666666667,0.4956803455723542,middle-center,366696,0.0289749547308942,Small (1-5%),0.9805278700627538,0.40025252525252525,0.44191919191919193,0.4038876889848812,0.41252699784017277,False,False,False,False,False,False,[],0,none
00001911.jpg,792,463,386,110,570,236,False,184,126,23184,1.7105831533477325,184,126,23184,1.4603174603174602,Large,478.0,173.0,0.6035353535353535,0.3736501079913606,middle-center,366696,0.0632240329864519,Medium (5-15%),0.9867631410938498,0.48737373737373735,0.2803030303030303,0.23758099352051837,0.490280777537797,False,False,False,False,False,False,[],0,none
00001911.jpg,792,463,231,42,411,165,False,180,123,22140,1.7105831533477325,180,123,22140,1.4634146341463414,Large,321.0,103.5,0.4053030303030303,0.2235421166306695,top-center,366696,0.0603769880227763,Medium (5-15%),0.9864551773302441,0.2916666666666667,0.4810606060606061,0.09071274298056156,0.6436285097192225,False,False,False,False,False,False,[],0,none
00002997.jpg,882,588,269,245,363,318,False,94,73,6862,1.5,94,73,6862,1.2876712328767124,Medium,316.0,281.5,0.3582766439909297,0.4787414965986394,middle-center,518616,0.0132313696453638,Small (1-5%),0.9761024182076814,0.30498866213151926,0.5884353741496599,0.4166666666666667,0.45918367346938777,False,False,False,False,False,False,[],0,none
00002997.jpg,882,588,372,23,484,109,False,112,86,9632,1.5,112,86,9632,1.302325581395349,Medium,428.0,66.0,0.4852607709750567,0.1122448979591836,top-center,518616,0.0185725083684267,Small (1-5%),0.9797579086562913,0.4217687074829932,0.4512471655328798,0.0391156462585034,0.814625850340136,False,False,True,False,True,False,['edge'],1,edge
00002997.jpg,882,588,567,113,682,202,False,115,89,10235,1.5,115,89,10235,1.2921348314606742,Medium,624.5,157.5,0.7080498866213152,0.2678571428571428,top-right,518616,0.0197352183503787,Small (1-5%),0.9803639846743295,0.6428571428571429,0.22675736961451248,0.1921768707482993,0.6564625850340136,False,False,False,False,False,False,[],0,none
00003451.jpg,236,354,87,46,131,121,False,44,75,3300,0.6666666666666666,44,75,3300,0.5866666666666667,Small,109.0,83.5,0.461864406779661,0.2358757062146892,top-center,83544,0.0395001436368859,Small (1-5%),0.9649122807017544,0.3686440677966102,0.4449152542372881,0.12994350282485875,0.6581920903954802,False,False,False,False,False,False,"['small', 'unusual_aspect']",2,"small,unusual_aspect"
00001246.jpg,600,419,210,32,361,158,False,151,126,19026,1.431980906921241,151,126,19026,1.1984126984126984,Medium,285.5,95.0,0.4758333333333333,0.2267303102625298,top-center,251400,0.0756801909307876,Medium (5-15%),0.9855988396187318,0.35,0.3983333333333333,0.07637231503579953,0.6229116945107399,False,False,False,False,False,False,[],0,none
00001520.jpg,1098,732,684,251,987,486,False,303,235,71205,1.5,303,235,71205,1.2893617021276595,Very Large,835.5,368.5,0.7609289617486339,0.5034153005464481,middle-right,803736,0.088592522917973,Medium (5-15%),0.9924871766280107,0.6229508196721312,0.10109289617486339,0.34289617486338797,0.3360655737704918,False,False,False,False,False,False,[],0,none
00001520.jpg,1098,732,34,195,344,435,False,310,240,74400,1.5,310,240,74400,1.2916666666666667,Very Large,189.0,315.0,0.1721311475409836,0.430327868852459,middle-left,803736,0.0925677087999044,Medium (5-15%),0.9926485303731771,0.030965391621129327,0.6867030965391621,0.26639344262295084,0.4057377049180328,True,False,False,False,True,False,['edge'],1,edge
00001520.jpg,1098,732,375,279,678,509,False,303,230,69690,1.5,303,230,69690,1.317391304347826,Very Large,526.5,394.0,0.4795081967213114,0.5382513661202186,middle-center,803736,0.0867075756218459,Medium (5-15%),0.9923957621326043,0.34153005464480873,0.3825136612021858,0.38114754098360654,0.3046448087431694,False,False,False,False,False,False,[],0,none
00001520.jpg,1098,732,486,239,796,474,False,310,235,72850,1.5,310,235,72850,1.319148936170213,Very Large,641.0,356.5,0.5837887067395264,0.4870218579234973,middle-center,803736,0.0906392148665731,Medium (5-15%),0.9925609025014988,0.4426229508196721,0.2750455373406193,0.32650273224043713,0.3524590163934426,False,False,False,False,False,False,[],0,none
00001520.jpg,1098,732,913,215,1097,446,False,184,231,42504,1.5,184,231,42504,0.7965367965367965,Large,1005.0,330.5,0.9153005464480874,0.4515027322404371,middle-right,803736,0.0528830362208486,Medium (5-15%),0.9903075489282386,0.831511839708561,0.0009107468123861566,0.2937158469945355,0.3907103825136612,False,True,False,False,True,False,['edge'],1,edge
00002029.jpg,345,520,149,66,207,167,False,58,101,5858,0.6634615384615384,58,101,5858,0.5742574257425742,Medium,178.0,116.5,0.5159420289855072,0.2240384615384615,top-center,179400,0.0326532887402452,Small (1-5%),0.9734130940511798,0.4318840579710145,0.4,0.12692307692307692,0.6788461538461539,False,False,False,False,False,False,"['small', 'unusual_aspect']",2,"small,unusual_aspect"
00003337.jpg,500,500,173,8,252,100,False,79,92,7268,1.0,79,92,7268,0.8586956521739131,Medium,212.5,54.0,0.425,0.108,top-center,250000,0.029072,Small (1-5%),0.9768817204301076,0.346,0.496,0.016,0.8,False,False,True,False,True,False,['edge'],1,edge
00003337.jpg,500,500,176,219,248,304,False,72,85,6120,1.0,72,85,6120,0.8470588235294118,Medium,212.0,261.5,0.424,0.523,middle-center,250000,0.02448,Small (1-5%),0.9748327492832112,0.352,0.504,0.438,0.392,False,False,False,False,False,False,['small'],1,small
00003337.jpg,500,500,24,298,82,365,False,58,67,3886,1.0,58,67,3886,0.8656716417910447,Small,53.0,331.5,0.106,0.663,middle-left,250000,0.015544,Small (1-5%),0.9685942173479561,0.048,0.836,0.596,0.27,True,False,False,False,True,False,"['small', 'edge']",2,"small,edge"
00003323.jpg,408,612,170,77,247,208,False,77,131,10087,0.6666666666666666,77,131,10087,0.5877862595419847,Medium,208.5,142.5,0.5110294117647058,0.2328431372549019,top-center,249696,0.0403971229014481,Small (1-5%),0.9797008547008547,0.4166666666666667,0.3946078431372549,0.12581699346405228,0.6601307189542484,False,False,False,False,False,False,['unusual_aspect'],1,unusual_aspect
00001252.jpg,343,280,144,31,211,94,False,67,63,4221,1.225,67,63,4221,1.0634920634920637,Small,177.5,62.5,0.5174927113702624,0.2232142857142857,top-center,96040,0.0439504373177842,Small (1-5%),0.9698988970588235,0.4198250728862974,0.3848396501457726,0.11071428571428571,0.6642857142857143,False,False,False,False,False,False,['small'],1,small
00002983.jpg,1200,939,435,149,553,254,False,118,105,12390,1.2779552715654952,118,105,12390,1.1238095238095238,Medium,494.0,201.5,0.4116666666666667,0.2145899893503727,top-center,1126800,0.0109957401490947,Small (1-5%),0.9822419533851277,0.3625,0.5391666666666667,0.15867944621938232,0.7294994675186368,False,False,False,False,False,False,[],0,none
00002983.jpg,1200,939,315,146,418,237,False,103,91,9373,1.2779552715654952,103,91,9373,1.1318681318681318,Medium,366.5,191.5,0.3054166666666666,0.2039403620873269,top-left,1126800,0.0083182463613773,Tiny (<1%),0.9796195652173914,0.2625,0.6516666666666666,0.1554845580404686,0.7476038338658147,False,False,False,False,False,False,[],0,none
00003445.jpg,236,314,44,21,95,97,False,51,76,3876,0.7515923566878981,51,76,3876,0.6710526315789473,Small,69.5,59.0,0.2944915254237288,0.1878980891719745,top-left,74104,0.0523048688329914,Medium (5-15%),0.968031968031968,0.1864406779661017,0.597457627118644,0.06687898089171974,0.6910828025477707,False,False,False,False,False,False,['small'],1,small
00002015.jpg,684,1024,147,71,528,720,False,381,649,247269,0.66796875,381,649,247269,0.5870570107858244,Very Large,337.5,395.5,0.4934210526315789,0.38623046875,middle-center,700416,0.3530316269188596,Very Large (>30%),0.9958477648006444,0.2149122807017544,0.22807017543859648,0.0693359375,0.296875,False,False,False,False,False,False,['unusual_aspect'],1,unusual_aspect
00000602.jpg,1300,956,368,184,622,402,False,254,218,55372,1.3598326359832635,254,218,55372,1.165137614678899,Very Large,495.0,293.0,0.3807692307692307,0.3064853556485356,top-center,1242800,0.0445542323785001,Small (1-5%),0.9915301280329484,0.28307692307692306,0.5215384615384615,0.19246861924686193,0.5794979079497908,False,False,False,False,False,False,[],0,none
00000602.jpg,1300,956,696,360,980,608,False,284,248,70432,1.3598326359832635,284,248,70432,1.1451612903225807,Very Large,838.0,484.0,0.6446153846153846,0.5062761506276151,middle-center,1242800,0.0566720308979723,Medium (5-15%),0.9924892552666807,0.5353846153846153,0.24615384615384617,0.37656903765690375,0.36401673640167365,False,False,False,False,False,False,[],0,none
00000602.jpg,1300,956,900,461,1154,684,False,254,223,56642,1.3598326359832635,254,223,56642,1.1390134529147982,Very Large,1027.0,572.5,0.79,0.5988493723849372,middle-right,1242800,0.0455761184422272,Small (1-5%),0.9916316526610645,0.6923076923076923,0.1123076923076923,0.48221757322175735,0.28451882845188287,False,False,False,False,False,False,[],0,none
00000602.jpg,1300,956,52,329,435,656,False,383,327,125241,1.3598326359832635,383,327,125241,1.1712538226299694,Very Large,243.5,492.5,0.1873076923076923,0.5151673640167364,middle-left,1242800,0.10077325394271,Medium (5-15%),0.9943549923780488,0.04,0.6653846153846154,0.34414225941422594,0.3138075313807531,True,False,False,False,True,False,['edge'],1,edge
00000602.jpg,1300,956,726,149,954,345,False,228,196,44688,1.3598326359832635,228,196,44688,1.163265306122449,Large,840.0,247.0,0.6461538461538462,0.2583682008368201,top-center,1242800,0.0359575152880592,Small (1-5%),0.9905792122004744,0.5584615384615385,0.26615384615384613,0.15585774058577406,0.6391213389121339,False,False,False,False,False,False,[],0,none
00000616.jpg,910,607,458,373,644,514,False,186,141,26226,1.4991762767710048,186,141,26226,1.319148936170213,Large,551.0,443.5,0.6054945054945055,0.7306425041186162,bottom-center,552370,0.0474790448431305,Small (1-5%),0.9876478120057242,0.5032967032967033,0.2923076923076923,0.6144975288303131,0.15321252059308071,False,False,False,False,False,False,[],0,none
00002001.jpg,1500,1120,564,1,960,328,False,396,327,129492,1.3392857142857142,396,327,129492,1.211009174311927,Very Large,762.0,164.5,0.508,0.146875,top-center,1680000,0.0770785714285714,Medium (5-15%),0.9944400073723659,0.376,0.36,0.0008928571428571428,0.7071428571428572,False,False,True,False,True,False,['edge'],1,edge
00002767.jpg,900,600,240,36,864,531,False,624,495,308880,1.5,624,495,308880,1.2606060606060605,Very Large,552.0,283.5,0.6133333333333333,0.4725,middle-center,540000,0.572,Very Large (>30%),0.9963870967741936,0.26666666666666666,0.04,0.06,0.115,False,True,False,False,True,True,['edge'],1,edge
